number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mape,user_attrs_mda,state,mda,mape
183,0.2325581395348837,2026-05-28 15:52:02.702548,2026-05-28 15:52:08.246028,0 days 00:00:05.543480,0.6267004042928673,0.01741752407002805,6,32,1410,168,1.6013100176894779e-06,0.0027760666177167213,0.6060613734486783,0.01296446101427099,0.7674418604651163,COMPLETE,0.7674418604651163,0.01296446101427099
184,0.2093023255813954,2026-05-28 15:52:08.246547,2026-05-28 15:52:13.950582,0 days 00:00:05.704035,0.5834572992035082,0.018409745435973634,5,26,1549,137,9.889286856037844e-08,0.08640520168980768,0.7458583853579313,0.008383462977948166,0.7906976744186046,COMPLETE,0.7906976744186046,0.008383462977948166
185,0.2790697674418605,2026-05-28 15:52:13.951087,2026-05-28 15:52:18.431710,0 days 00:00:04.480623,0.9170517786143165,0.06679382045953858,3,22,1722,179,0.00011564141207498474,3.5780187586327268e-06,0.6355867232012751,0.011711685374135592,0.7209302325581395,COMPLETE,0.7209302325581395,0.011711685374135592
186,0.18604651162790697,2026-05-28 15:52:18.432248,2026-05-28 15:52:22.171451,0 days 00:00:03.739203,0.5071988418306692,0.020463096538367778,4,45,1450,165,3.617514365120329e-08,0.00015924436027698512,0.798031732304686,0.010744789690603709,0.813953488372093,COMPLETE,0.813953488372093,0.010744789690603709
187,0.16279069767441856,2026-05-28 15:52:22.171947,2026-05-28 15:52:26.037698,0 days 00:00:03.865751,0.5109050359748949,0.020942245585048546,4,45,1495,163,2.4020992186099562e-08,0.00014949531858209783,0.7952680916046947,0.010293995788245634,0.8372093023255814,COMPLETE,0.8372093023255814,0.010293995788245634
188,0.18604651162790697,2026-05-28 15:52:26.038196,2026-05-28 15:52:29.792950,0 days 00:00:03.754754,0.5078035967858717,0.024576345570242717,4,45,1453,165,1.662754621712065e-08,0.00014222236147397646,0.7970592944969914,0.010730560217952143,0.813953488372093,COMPLETE,0.813953488372093,0.010730560217952143
189,0.18604651162790697,2026-05-28 15:52:29.793439,2026-05-28 15:52:33.512783,0 days 00:00:03.719344,0.5098822877318664,0.025188621961211757,4,45,1441,163,1.4280873838088367e-08,0.00012206259473738813,0.7937156902225804,0.011338751795923082,0.813953488372093,COMPLETE,0.813953488372093,0.011338751795923082
190,0.2093023255813954,2026-05-28 15:52:33.513273,2026-05-28 15:52:36.958147,0 days 00:00:03.444874,0.505864495277831,0.025417152303235598,4,47,1341,160,1.786606582708796e-08,0.00015917792105630746,0.8020476755801065,0.008397864366200273,0.7906976744186046,COMPLETE,0.7906976744186046,0.008397864366200273
191,0.18604651162790697,2026-05-28 15:52:36.958626,2026-05-28 15:52:40.837845,0 days 00:00:03.879219,0.5118574974332551,0.02429340933870643,4,45,1499,164,3.636416620530904e-08,9.145372476149685e-05,0.8073680751932472,0.011438990581722368,0.813953488372093,COMPLETE,0.813953488372093,0.011438990581722368
192,0.2093023255813954,2026-05-28 15:52:40.838349,2026-05-28 15:52:44.559826,0 days 00:00:03.721477,0.5147424354193814,0.02463572117117384,4,45,1443,163,2.909642443431273e-08,0.00011437568859168193,0.8115274907706099,0.012008785584199516,0.7906976744186046,COMPLETE,0.7906976744186046,0.012008785584199516
193,0.2093023255813954,2026-05-28 15:52:44.560326,2026-05-28 15:52:48.421449,0 days 00:00:03.861123,0.5053121717339922,0.02722162897803412,4,44,1489,166,1.4635438325094877e-08,6.399854348377845e-05,0.8226350124671963,0.01260848997649576,0.7906976744186046,COMPLETE,0.7906976744186046,0.01260848997649576
194,0.2558139534883721,2026-05-28 15:52:48.421954,2026-05-28 15:52:52.192642,0 days 00:00:03.770688,0.5178074106206825,0.0228681392688795,4,43,1423,171,2.243830164001645e-08,3.8272791074408645e-05,0.7936110804944961,0.012265261819531907,0.7441860465116279,COMPLETE,0.7441860465116279,0.012265261819531907
195,0.2558139534883721,2026-05-28 15:52:52.193133,2026-05-28 15:52:55.997171,0 days 00:00:03.804038,0.5294778260334284,0.020190607649165845,4,46,1461,159,3.643459340375809e-08,8.417447500013998e-05,0.7974695286467791,0.011087907843463501,0.7441860465116279,COMPLETE,0.7441860465116279,0.011087907843463501
196,0.2325581395348837,2026-05-28 15:52:55.997668,2026-05-28 15:52:59.342539,0 days 00:00:03.344871,0.5095879225906998,0.022347287749242814,4,49,1309,165,1.2756317183049814e-08,0.0001563749657375335,0.7843015985467419,0.01016334315918996,0.7674418604651163,COMPLETE,0.7674418604651163,0.01016334315918996
197,0.2325581395348837,2026-05-28 15:52:59.343319,2026-05-28 15:53:03.382617,0 days 00:00:04.039298,0.5010195252165632,0.024109840290899746,4,50,1507,154,1.1171170523762193e-08,0.00023877430182440664,0.8089527339299816,0.01015143318513141,0.7674418604651163,COMPLETE,0.7674418604651163,0.01015143318513141
198,0.2558139534883721,2026-05-28 15:53:03.383261,2026-05-28 15:53:07.226597,0 days 00:00:03.843336,0.5232783204579958,0.021349396195934272,4,40,1389,168,2.17549549303823e-08,4.802236790849811e-05,0.7770649486725085,0.015144858607322781,0.7441860465116279,COMPLETE,0.7441860465116279,0.015144858607322781
199,0.2093023255813954,2026-05-28 15:53:07.227376,2026-05-28 15:53:11.094827,0 days 00:00:03.867451,0.5120813489120221,0.026196064601556917,4,45,1469,174,3.536551046841018e-08,9.665441450069859e-05,0.8002256557760165,0.011496746299193755,0.7906976744186046,COMPLETE,0.7906976744186046,0.011496746299193755
