列ID,列名,分组,是否核心因子,有效样本数,均值
IO_SHIP_VOL_CTF_014,铁矿石超特粉发中国,价格-矿石价格,否,2660,118.804075
IO_SHIP_VOL_CTF_015,铁矿石超特粉发中国比例,价格-矿石价格,否,2828,0.919194
IO_SHIP_VOL_GLOB_016,铁矿石淡水河谷发中国总量,供应-矿山,是,2296,342.989229
IO_SHIP_VOL_KLF_012,铁矿石卡粉对中国发运量,供应-发运,否,2295,204.000193
IO_SHIP_VOL_OTHER_028,热卷总库存,标的(Y变量),否,2086,386.029684
IO_SHIP_VOL_PBB_002,铁矿石全球发运PB块发运比例,供应-发运,否,2012,0.043354
IO_SHIP_VOL_PBB_011,铁矿石PB块对中国发运量,供应-发运,否,2669,110.264477
IO_SHIP_VOL_PBF_001,铁矿石全球发运PB粉发运比例,供应-发运,否,2009,0.083659
IO_SHIP_VOL_PBF_009,铁矿石PB粉对中国发运量,供应-发运,否,2662,209.363678
RE00034096,罗伊山块：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2656,46.374586
RE00034097,FMG块矿：发货量：澳大利亚联邦：明细（周度）,供应-发货量,是,2666,18.990435
RE00034100,罗伊山粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2656,64.115248
RE00034103,铁矿石：发货量：澳大利亚联邦：澳大利亚罗伊山矿业公司：明细（周度）,供应-发货量,否,2656,113.944541
RE00034140,PB粉：预计到港量：澳大利亚联邦：明细（周度）,供应-到港,否,2645,253.707940
RE00034142,西皮尔巴拉粉：预计到港量：澳大利亚联邦：明细（周度）,供应-到港,否,2650,26.387509
RE00034149,PB块：预计到港量：澳大利亚联邦：明细（周度）,供应-到港,否,2646,118.290287
RE00034150,超特粉：预计到港量：澳大利亚联邦：明细（周度）,供应-到港,否,2642,118.716351
RE00034153,FMG块矿：预计到港量：澳大利亚联邦：明细（周度）,供应-到港,是,2646,17.415684
RE00034182,卡拉加斯粉：发货量：巴西联邦共和国：明细（周度）,供应-发货量,否,2655,314.337966
RE00035602,超特粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2666,130.183672
RE00035603,麦克粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2665,113.983640
RE00035609,FMG混合粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,是,2664,141.771134
RE00035610,PB块：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2671,137.953575
RE00035614,纽曼粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2667,97.009899
RE00035616,纽曼块：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2668,160.916417
RE00035619,金布巴粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2665,90.428968
RE00035620,PB粉：发货量：澳大利亚联邦：明细（周度）,供应-发货量,否,2668,261.598988
add4d4ec-2f7c-4006-baa6-26ea8abc2f9a,中国市场废钢铁（中国货源）周度消费量,需求-消费,否,3023,102.463610
ead50773-54f9-447c-8dbc-861b99b28672,中国废钢铁周度消费结构,需求-消费,否,2153,14.482546
2c616137-d41c-4c27-9e2a-7ebda4455e30,中国生铁月度产量（国家统计局）,供应-产量,否,3747,6759.943243
92346,中国汽车月度产量,供应-产量,否,3748,238.101833
CM0000285625,铁矿石：进口数量：巴西联邦共和国→中华人民共和国（月度）,供应-矿山,否,3744,20114071.744341
CM0000519844,钢材：出口数量合计：中华人民共和国（月度）,其他,否,3751,6951056.664160
G0002323,美国：ISM：制造业PMI,宏观-PMI,是,3751,52.916716
ID00186565_month,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）,供应-发货量,是,3726,1945.528859
ID00313187,世界钢铁工业协会：高炉生铁：产量：中华人民共和国（月度）,供应-产量,否,3747,68531.930344
ID00313190,世界钢铁工业协会：高炉生铁：产量：亚洲（月度）,供应-产量,否,3752,85664.440299
ID00313193,世界钢铁工业协会：高炉生铁：产量：全球（月度）,供应-产量,否,3753,104839.669065
ID00313194,世界钢铁工业协会：高炉生铁：产量：欧洲其他国家（月度）,供应-产量,否,3717,1173.768362
ID00313197,世界钢铁工业协会：高炉生铁：产量：北美地区（月度）,供应-产量,否,3716,2512.574543
ID00313198,世界钢铁工业协会：高炉生铁：产量：南美洲（月度）,供应-产量,否,3704,2462.251080
ID00313199,世界钢铁工业协会：高炉生铁：产量：非洲南部（月度）,供应-产量,否,3712,267.686153
ID00313200,世界钢铁工业协会：高炉生铁：产量：印度共和国（月度）,供应-产量,否,3720,6498.792204
ID00313206,世界钢铁工业协会：高炉生铁：产量：大洋洲（月度）,供应-产量,否,3714,351.273829
ID00313215,世界钢铁工业协会：高炉生铁：产量：日本国（月度）,供应-产量,否,3702,5720.677472
ID00313217,世界钢铁工业协会：高炉生铁：产量：欧盟27国（月度）,供应-产量,否,3705,6388.267206
ID00313230,世界钢铁工业协会：高炉生铁：产量：大韩民国（月度）,供应-产量,否,3714,3782.956381
ID01029285,世界钢铁工业协会：高炉生铁：产量：欧盟其他国家（月度）,供应-产量,否,3716,1017.253229
ID01155775_month,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（月度）,供应-发货量,是,2792,2369.259420
ID01155776_month,铁矿石：发货量：澳大利亚联邦：福蒂斯丘金属集团（月度）,供应-发货量,否,2798,1526.573306
ID01168294_month,铁矿石：发货量：全球（月度）,供应-发货量,否,1981,13068.348713
ID01464573,澳洲&巴西铁矿石：发货量（月度）,供应-发货量,否,1900,10900.320526
ID01464575,液态铁：247家钢铁企业：产量：中华人民共和国（月度）,供应-产量,否,1899,7059.499737
ID01562146_month,铁矿石：到港量：澳大利亚联邦：47个港口：明细（月度）,供应-到港,否,1893,6824.676492
ID01562389_month,超特粉：到港量：47个港口：福蒂斯丘金属集团：明细（月度）,供应-到港,否,1905,560.334121
ID01562396_month,PB块：到港量：47个港口：力拓集团：明细（月度）,供应-到港,是,1898,530.494310
ID01562397_month,PB粉：到港量：47个港口：力拓集团：明细（月度）,供应-到港,是,1903,1147.055859
ID01562398_month,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（月度）,供应-到港,是,1900,1055.668316
ID01565061_month,铁矿石：到港量：47个港口（月度）,供应-到港,否,1565,10553.307923
ID01722074,我的钢铁网：高炉生铁：日均产量：全球（不含中国大陆）（月度）,供应-产量,否,1546,116.511701
ID01722075,我的钢铁网：高炉生铁：产量：全球（不含中国大陆）（月度）,供应-产量,否,1542,3541.044835
ID01722076,我的钢铁网：高炉生铁：日均产量：全球（月度）,供应-产量,否,1542,349.539287
ID01722077,我的钢铁网：高炉生铁：产量：全球（月度）,供应-产量,否,1544,10627.277005
IO_SHIP_EST_AUS_017_month,铁矿石非主流矿山到中国发运（月度）,供应-发运,否,2169,3428.842608
IO_SHIP_EST_GLOB_006_month,铁矿石全球发中国总量（月度）,价格-矿石价格,否,2195,10554.673933
IO_SHIP_VOL_CTF_014_month,铁矿石超特粉发中国（月度）,价格-矿石价格,否,2654,510.174075
IO_SHIP_VOL_GLOB_016_month,铁矿石淡水河谷发中国总量（月度）,供应-矿山,是,2259,1487.964070
IO_SHIP_VOL_PBB_011_month,铁矿石PB块发中国（月度）,价格-矿石价格,否,2655,474.491758
IO_SHIP_VOL_PBF_009_month,铁矿石PB粉发中国（月度）,价格-矿石价格,否,2649,900.605917
M0000070,中国：工业增加值：规模以上工业企业：黑色金属冶炼及压延加工业：当月同比,其他,否,3755,3.756485
M0000071,中国：工业增加值：规模以上工业企业：黑色金属冶炼及压延加工业：累计同比,其他,否,3777,4.348663
M0000357,中国：固定资产投资完成额：制造业：累计同比,宏观-投资,否,3780,6.116284
M0000612,中国：CPI：当月同比,宏观-GDP,否,3749,1.436561
M0001227,中国：PPI：当月同比,宏观-GDP,否,3747,0.970083
M0001382,中国：M1,宏观-货币,否,3783,682693.802693
M0001384,中国：M2,宏观-货币,否,3747,2318462.280144
M0017126,中国：制造业PMI,宏观-PMI,是,3781,50.190875
M5525763,中国：社会融资规模存量：同比,其他,否,3760,11.022799
M5531328,中国固定资产投资完成额：基础设施投资额：累计同比,宏观-投资,否,3777,8.076992
RE00034182_month,卡拉加斯粉：发货量：巴西联邦共和国：明细（月度）,供应-发货量,否,2621,1366.015605
RE00035602_month,超特粉：发货量：澳大利亚联邦：明细（月度）,供应-发货量,否,2649,558.492261
RE00035610_month,PB块：发货量：澳大利亚联邦：明细（月度）,供应-发货量,否,2651,593.802263
RE00035620_month,PB粉：发货量：澳大利亚联邦：明细（月度）,供应-发货量,否,2652,1124.475980
S0027374,中国：产量：粗钢：当月值,供应-产量,否,3759,8005.662580
S0028202,中国：产量：空调：当月值,供应-产量,否,3749,1923.863409
S0028206,中国：产量：家用电冰箱：当月值,供应-产量,否,3755,802.477444
S0028210,中国：产量：家用洗衣机：当月值,供应-产量,否,3753,793.312920
S0029325,天津：产量：粗钢：当月值,供应-产量,否,3751,152.466601
S0029332,河北：产量：粗钢：当月值,供应-产量,否,3760,1759.390383
S0029339,山西：产量：粗钢：当月值,供应-产量,否,3759,470.109941
S0029346,内蒙古：产量：粗钢：当月值,供应-产量,否,3754,233.058833
S0029353,辽宁：产量：粗钢：当月值,供应-产量,否,3754,585.458434
S0029360,吉林：产量：粗钢：当月值,供应-产量,否,3757,109.881230
S0029367,黑龙江：产量：粗钢：当月值,供应-产量,否,3751,69.162559
S0029374,上海：产量：粗钢：当月值,供应-产量,否,3762,134.159474
S0029381,江苏：产量：粗钢：当月值,供应-产量,否,3766,948.933555
S0029388,浙江：产量：粗钢：当月值,供应-产量,否,3758,116.636570
S0029395,安徽：产量：粗钢：当月值,供应-产量,否,3766,279.697252
S0029402,福建：产量：粗钢：当月值,供应-产量,否,3775,218.540087
S0029409,江西：产量：粗钢：当月值,供应-产量,否,3751,217.618222
S0029416,山东：产量：粗钢：当月值,供应-产量,否,3753,610.544503
S0029423,河南：产量：粗钢：当月值,供应-产量,否,3758,250.627347
S0029430,湖北：产量：粗钢：当月值,供应-产量,否,3764,277.925308
S0029437,湖南：产量：粗钢：当月值,供应-产量,否,3759,193.905962
S0029444,广东：产量：粗钢：当月值,供应-产量,否,3755,277.209292
S0029451,广西：产量：粗钢：当月值,供应-产量,否,3775,257.949611
S0029465,重庆：产量：粗钢：当月值,供应-产量,否,3766,65.400648
S0029472,四川：产量：粗钢：当月值,供应-产量,否,3753,220.659656
S0029479,贵州：产量：粗钢：当月值,供应-产量,否,3760,41.044069
S0029486,云南：产量：粗钢：当月值,供应-产量,否,3756,171.651230
S0029500,陕西：产量：粗钢：当月值,供应-产量,否,3762,111.808386
S0029507,甘肃：产量：粗钢：当月值,供应-产量,否,3768,76.712550
S0029514,青海：产量：粗钢：当月值,供应-产量,否,3759,11.993067
S0029521,宁夏：产量：粗钢：当月值,供应-产量,否,3750,35.981216
S0029528,新疆：产量：粗钢：当月值,供应-产量,否,3752,100.812926
S0029656,中国：房地产开发投资完成额：累计值,宏观-投资,否,3777,69945.632645
S0029658,中国：商品房销售面积：累计值,其他,否,3777,82622.989946
S0029668,中国：房屋施工面积：累计值,宏观-地产,否,3777,759886.576967
S0029669,中国：房屋新开工面积：累计值,宏观-地产,否,3777,91097.539707
S0029670,中国：房屋竣工面积：累计值,宏观-地产,否,3767,44486.371239
S0063581,天津：产量：生铁：当月值,供应-产量,否,3751,155.704535
S0063582,河北：产量：生铁：当月值,供应-产量,否,3754,1623.012914
S0063583,山西：产量：生铁：当月值,供应-产量,否,3755,430.908858
S0063584,内蒙古：产量：生铁：当月值,供应-产量,否,3754,172.785618
S0063585,辽宁：产量：生铁：当月值,供应-产量,否,3748,554.288954
S0063586,吉林：产量：生铁：当月值,供应-产量,否,3748,100.398933
S0063587,黑龙江：产量：生铁：当月值,供应-产量,否,3749,62.351480
S0063588,上海：产量：生铁：当月值,供应-产量,否,3762,123.264187
S0063589,江苏：产量：生铁：当月值,供应-产量,否,3765,706.513965
S0063590,浙江：产量：生铁：当月值,供应-产量,否,3756,69.847085
S0063591,安徽：产量：生铁：当月值,供应-产量,否,3758,219.144308
S0063592,福建：产量：生铁：当月值,供应-产量,否,3758,102.955804
S0063593,江西：产量：生铁：当月值,供应-产量,否,3751,195.933706
S0063594,山东：产量：生铁：当月值,供应-产量,否,3758,585.828015
S0063595,河南：产量：生铁：当月值,供应-产量,否,3750,222.710981
S0063596,湖北：产量：生铁：当月值,供应-产量,否,3768,216.809453
S0063597,湖南：产量：生铁：当月值,供应-产量,否,3753,168.535969
S0063598,广东：产量：生铁：当月值,供应-产量,否,3757,179.681914
S0063599,广西：产量：生铁：当月值,供应-产量,否,3767,200.839294
S0063601,重庆：产量：生铁：当月值,供应-产量,否,3769,47.509050
S0063602,四川：产量：生铁：当月值,供应-产量,否,3751,168.089512
S0063603,贵州：产量：生铁：当月值,供应-产量,否,3764,31.138798
S0063604,云南：产量：生铁：当月值,供应-产量,否,3754,129.671851
S0063605,陕西：产量：生铁：当月值,供应-产量,否,3750,92.800088
S0063606,甘肃：产量：生铁：当月值,供应-产量,否,3763,56.764502
S0063607,青海：产量：生铁：当月值,供应-产量,否,3758,10.410420
S0063608,宁夏：产量：生铁：当月值,供应-产量,否,3759,25.194230
S0063609,新疆：产量：生铁：当月值,供应-产量,否,3752,90.192521
S0073088,中国：产量：挖掘机：当月值,供应-产量,否,3759,24447.445065
ID00184088_quarter,247家钢铁企业：液态铁：日均产量：中华人民共和国（季度）,供应-产量,否,3764,20716.156044
ID00185747,PB粉：产量：力拓集团（季度）,供应-产量,是,3761,36614.012763
ID00185749,PB粉：销售数量：力拓集团（季度）,供应-矿山,是,3760,35762.457713
ID00185751,PB块：产量：力拓集团（季度）,供应-产量,是,3763,24642.421472
ID00185753,PB块：销售数量：力拓集团（季度）,供应-矿山,是,3765,18788.327756
ID00186193,块矿：85%Fe：销售数量：澳大利亚必和必拓集团（季度）,供应-矿山,是,3759,16923.432562
ID00186280,罗布河粉：产量：力拓集团（季度）,供应-产量,是,3761,4623.978729
ID00186281,罗布河粉：销售数量：力拓集团（以股份占比计）（季度）,供应-矿山,是,3761,2705.760968
ID00186282,罗布河粉：销售数量：力拓集团（季度）,供应-矿山,是,3761,5105.093592
ID00186284,罗布河块：产量：力拓集团（季度）,供应-产量,是,3767,2741.260950
ID00186285,罗布河块：销售数量：力拓集团（以股份占比计）（季度）,供应-矿山,是,3767,1198.195912
ID00186286,罗布河块：销售数量：力拓集团（季度）,供应-矿山,是,3767,2260.794001
ID00186408,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）,供应-矿山,是,3760,44339.180319
ID00186666,铁矿石：产量：澳大利亚必和必拓集团：100%股权（季度）,供应-产量,是,3756,69754.685570
ID00186669,铁矿石：产量：巴西北方地区：巴西淡水河谷公司（季度）,供应-产量,是,3761,43970.398830
ID00186670,铁矿石：产量：巴西东南地区：巴西淡水河谷公司（季度）,供应-产量,是,3764,21000.167109
ID00186671,铁矿石：产量：巴西南方地区：巴西淡水河谷公司（季度）,供应-产量,是,3760,16153.018085
ID00186683,铁矿石：加工量：福蒂斯丘金属集团（季度）,价格-矿石价格,否,3764,45.767163
ID00186684,铁矿石：产量：力拓集团（以股份占比计）（季度）,供应-产量,是,3763,71207.844273
ID00186985,铁矿石：销售量合计：澳大利亚必和必拓集团（季度）,供应-矿山,是,3758,61970.072911
ID00186990,铁矿石：销售量合计：全球：巴西淡水河谷公司（季度）,供应-矿山,是,3762,79655.081340
ID00187000,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）,供应-矿山,是,3762,48555.760234
ID00187001,铁矿石：销售量合计：力拓集团：力拓皮尔巴拉矿区（季度）,供应-矿山,是,3761,82100.584419
ID00187002,铁矿石：销售量合计：力拓集团（季度）,供应-矿山,是,3762,86561.217172
ID00187017,巴西淡水河谷公司：销售数量：铁矿石（除原矿）（季度）,供应-矿山,是,3763,68.415009
ID00313193_quarter,世界钢铁工业协会：高炉生铁：产量：全球（季度）,供应-产量,否,3761,314134.236373
ID00392622,铁矿石：产量：力拓皮尔巴拉矿区（季度）,供应-产量,是,3764,82156.297024
ID01155774_quarter,铁矿石：发货量：澳大利亚联邦：力拓集团（季度）,供应-发货量,是,2759,8088.650616
ID01155776_quarter,铁矿石：发货量：澳大利亚联邦：福蒂斯丘金属集团（季度）,供应-发货量,否,2757,4581.900686
ID01434259,球团矿：销售数量：全球：巴西淡水河谷公司（季度）,供应-矿山,是,3398,9927.995586
ID01562389_quarter,超特粉：到港量：47个港口：福蒂斯丘金属集团：明细（季度）,供应-到港,否,1853,1671.641662
ID01562396_quarter,PB块：到港量：47个港口：力拓集团：明细（季度）,供应-到港,是,1854,1590.179612
ID01562397_quarter,PB粉：到港量：47个港口：力拓集团：明细（季度）,供应-到港,是,1853,3446.868645
ID01565061_quarter,铁矿石：到港量：47个港口（季度）,供应-到港,否,1588,31521.307368
ID01879051,铁矿石：加工量：铁桥项目：福蒂斯丘金属集团（季度）,价格-矿石价格,否,1311,0.969092
ID02039108_quarter,铁矿石：澳大利亚联邦产区：发货量（季度）,供应-发货量,否,2497,22980.174089
ID02039109_quarter,铁矿石：澳大利亚联邦产区：发货量：澳大利亚联邦→中华人民共和国（季度）,供应-发货量,否,2124,19657.014972
IO_SHIP_EST_AUS_017_quarter,铁矿石非主流矿山到中国发运（季度）,供应-发运,否,2129,10291.874578
IO_SHIP_EST_GLOB_006_quarter,铁矿石全球发中国总量（季度）,价格-矿石价格,否,2126,31762.363301
IO_SHIP_VOL_CTF_014_quarter,铁矿石超特粉发中国（季度）,价格-矿石价格,否,2672,1492.171744
IO_SHIP_VOL_GLOB_016_quarter,铁矿石淡水河谷发中国总量（季度）,供应-矿山,是,2218,4479.605249
IO_SHIP_VOL_PBB_011_quarter,铁矿石PB块发中国（季度）,价格-矿石价格,否,2672,1402.353978
IO_SHIP_VOL_PBF_009_quarter,铁矿石PB粉发中国（季度）,价格-矿石价格,否,2671,2660.310906
M0039354,中国：GDP：不变价：当季同比,宏观-GDP,否,3781,5.638297
RE00034182_quarter,卡拉加斯粉：发货量：巴西联邦共和国：明细（季度）,供应-发货量,否,2579,4126.762621
RE00035602_quarter,超特粉：发货量：澳大利亚联邦：明细（季度）,供应-发货量,否,2670,1633.253858
RE00035610_quarter,PB块：发货量：澳大利亚联邦：明细（季度）,供应-发货量,否,2674,1757.018923
RE00035620_quarter,PB粉：发货量：澳大利亚联邦：明细（季度）,供应-发货量,否,2673,3315.506322
G0000236,全球：GDP：不变价：同比,宏观-GDP,否,3785,3.462157
ID00186565_year,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（年度）,供应-发货量,是,3777,22979.755128
ID00186566_year,铁矿石：发货量：巴西淡水河谷公司→全球（年度）,供应-发货量,是,3775,28964.298527
ID00186567_year,铁矿石：发货量：福蒂斯丘金属集团→中华人民共和国（年度）,供应-发货量,否,3772,16508.555875
ID00186568_year,铁矿石：发货量：力拓集团→中华人民共和国（年度）,供应-发货量,是,3773,25570.097464
ID00313193_year,世界钢铁工业协会：高炉生铁：产量：全球（年度）,供应-产量,否,3773,1251386.015107
ID01155774_year,铁矿石：发货量：澳大利亚联邦：力拓集团（年度）,供应-发货量,是,2685,32068.638994
ID01155776_year,铁矿石：发货量：澳大利亚联邦：福蒂斯丘金属集团（年度）,供应-发货量,否,2683,17197.510026
ID01562389_year,超特粉：到港量：47个港口：福蒂斯丘金属集团：明细（年度）,供应-到港,否,1586,6449.159647
ID01562396_year,PB块：到港量：47个港口：力拓集团：明细（年度）,供应-到港,是,1586,6405.541173
ID01562397_year,PB粉：到港量：47个港口：力拓集团：明细（年度）,供应-到港,是,1586,13908.010467
ID01565061_year,铁矿石：到港量：47个港口（年度）,供应-到港,否,1589,119909.583512
IO_SHIP_EST_AUS_017_year,铁矿石非主流矿山到中国发运（年度）,供应-发运,否,1952,38473.763860
IO_SHIP_VOL_CTF_014_year,铁矿石超特粉发中国（年度）,价格-矿石价格,否,2682,5269.120833
IO_SHIP_VOL_GLOB_016_year,铁矿石淡水河谷发中国总量（年度）,供应-矿山,是,1951,18040.131903
IO_SHIP_VOL_PBB_011_year,铁矿石PB块发中国（年度）,价格-矿石价格,否,2682,5156.304325
IO_SHIP_VOL_PBF_009_year,铁矿石PB粉发中国（年度）,价格-矿石价格,否,2684,9901.511218
RE00034182_year,卡拉加斯粉：发货量：巴西联邦共和国：明细（年度）,供应-发货量,否,2316,16688.446632
RE00035602_year,超特粉：发货量：澳大利亚联邦：明细（年度）,供应-发货量,否,2683,5834.984178
RE00035610_year,PB块：发货量：澳大利亚联邦：明细（年度）,供应-发货量,否,2683,6357.313045
RE00035620_year,PB粉：发货量：澳大利亚联邦：明细（年度）,供应-发货量,否,2684,12216.153689
