列ID,列名,类型
ID01205049_Ratio_MA30,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA30,factor
ID01205049_MA7_MA30,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7_MA30,factor
ID01205049_MOM5,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM5,factor
ID01205049_MOM10,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM10,factor
ID01205049_MOM20,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM20,factor
ID01205052_MA3,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA3,factor
ID01205052_MA5,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA5,factor
ID01205052_MA7,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7,factor
ID01205052_MA14,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA14,factor
ID01205052_MA30,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA30,factor
ID01205052_MA60,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA60,factor
ID01205052_MA90,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA90,factor
ID01205052_STD7,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD7,factor
ID01205052_STD14,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD14,factor
ID01205052_STD30,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD30,factor
ID01205052_STD60,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD60,factor
ID01205052_P10_30d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_30d,factor
ID01205052_P90_30d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_30d,factor
ID01205052_Spread_30d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_30d,factor
ID01205052_P10_60d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_60d,factor
ID01205052_P90_60d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_60d,factor
ID01205052_Spread_60d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_60d,factor
ID01205052_P10_90d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_90d,factor
ID01205052_P90_90d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_90d,factor
ID01205052_Spread_90d,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_90d,factor
ID01205052_Ratio_MA7,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA7,factor
ID01205052_Ratio_MA30,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA30,factor
ID01205052_MA7_MA30,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7_MA30,factor
ID01205052_MOM5,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM5,factor
ID01205052_MOM10,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM10,factor
ID01205052_MOM20,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM20,factor
ID01205055_MA3,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA3,factor
ID01205055_MA5,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA5,factor
ID01205055_MA7,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA7,factor
ID01205055_MA14,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA14,factor
ID01205055_MA30,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA30,factor
ID01205055_MA60,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA60,factor
ID01205055_MA90,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA90,factor
ID01205055_STD7,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_STD7,factor
ID01205055_STD14,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_STD14,factor
ID01205055_STD30,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_STD30,factor
ID01205055_STD60,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_STD60,factor
ID01205055_P10_30d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P10_30d,factor
ID01205055_P90_30d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P90_30d,factor
ID01205055_Spread_30d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_Spread_30d,factor
ID01205055_P10_60d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P10_60d,factor
ID01205055_P90_60d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P90_60d,factor
ID01205055_Spread_60d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_Spread_60d,factor
ID01205055_P10_90d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P10_90d,factor
ID01205055_P90_90d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_P90_90d,factor
ID01205055_Spread_90d,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_Spread_90d,factor
ID01205055_Ratio_MA7,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_Ratio_MA7,factor
ID01205055_Ratio_MA30,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_Ratio_MA30,factor
ID01205055_MA7_MA30,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MA7_MA30,factor
ID01205055_MOM5,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MOM5,factor
ID01205055_MOM10,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MOM10,factor
ID01205055_MOM20,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度_MOM20,factor
ID01205057_MA3,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA3,factor
ID01205057_MA5,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA5,factor
ID01205057_MA7,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7,factor
ID01205057_MA14,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA14,factor
ID01205057_MA30,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA30,factor
ID01205057_MA60,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA60,factor
ID01205057_MA90,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA90,factor
ID01205057_STD7,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD7,factor
ID01205057_STD14,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD14,factor
ID01205057_STD30,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD30,factor
ID01205057_STD60,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD60,factor
ID01205057_P10_30d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_30d,factor
ID01205057_P90_30d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_30d,factor
ID01205057_Spread_30d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_30d,factor
ID01205057_P10_60d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_60d,factor
ID01205057_P90_60d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_60d,factor
ID01205057_P10_90d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_90d,factor
ID01205057_P90_90d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_90d,factor
ID01205057_Spread_90d,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_90d,factor
ID01205057_Ratio_MA7,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA7,factor
ID01205057_Ratio_MA30,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA30,factor
ID01205057_MA7_MA30,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7_MA30,factor
ID01205057_MOM5,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM5,factor
ID01205057_MOM10,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM10,factor
ID01205057_MOM20,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM20,factor
ID01205061_MA3,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA3,factor
ID01205061_MA5,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA5,factor
ID01205061_MA7,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7,factor
ID01205061_MA14,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA14,factor
ID01205061_MA30,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA30,factor
ID01205061_MA60,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA60,factor
ID01205061_MA90,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA90,factor
ID01205061_STD7,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD7,factor
ID01205061_STD14,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD14,factor
ID01205061_STD30,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD30,factor
ID01205061_STD60,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_STD60,factor
ID01205061_P10_30d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_30d,factor
ID01205061_P90_30d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_30d,factor
ID01205061_Spread_30d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_30d,factor
ID01205061_P10_60d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_60d,factor
ID01205061_P90_60d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_60d,factor
ID01205061_Spread_60d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_60d,factor
ID01205061_P10_90d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P10_90d,factor
ID01205061_P90_90d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_P90_90d,factor
ID01205061_Spread_90d,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Spread_90d,factor
ID01205061_Ratio_MA7,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA7,factor
ID01205061_Ratio_MA30,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_Ratio_MA30,factor
ID01205061_MA7_MA30,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MA7_MA30,factor
ID01205061_MOM5,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM5,factor
ID01205061_MOM10,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM10,factor
ID01205061_MOM20,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_MOM20,factor
ID01205062_MA3,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA3,factor
ID01205062_MA5,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA5,factor
ID01205062_MA7,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA7,factor
ID01205062_MA14,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA14,factor
ID01205062_MA30,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA30,factor
ID01205062_MA60,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA60,factor
ID01205062_MA90,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA90,factor
ID01205062_STD7,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_STD7,factor
ID01205062_STD14,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_STD14,factor
ID01205062_STD30,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_STD30,factor
ID01205062_STD60,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_STD60,factor
ID01205062_P10_30d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P10_30d,factor
ID01205062_P90_30d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P90_30d,factor
ID01205062_Spread_30d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_Spread_30d,factor
ID01205062_P10_60d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P10_60d,factor
ID01205062_P90_60d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P90_60d,factor
ID01205062_Spread_60d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_Spread_60d,factor
ID01205062_P10_90d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P10_90d,factor
ID01205062_P90_90d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_P90_90d,factor
ID01205062_Spread_90d,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_Spread_90d,factor
ID01205062_Ratio_MA7,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_Ratio_MA7,factor
ID01205062_Ratio_MA30,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_Ratio_MA30,factor
ID01205062_MA7_MA30,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_MA7_MA30,factor
